"id","display_name","payment_term_type","payment_term_count","note","line_ids/day_of_the_month","line_ids/id","line_ids/days","line_ids/option","line_ids/sequence","line_ids/value","line_ids/value_amount"
"","","","","","10","__export__.account_payment_term_line_563_63ffae6e23049","30","dias após a data da fatura","10","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_564_63ffae6e23088","60","dias após a data da fatura","11","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_565_63ffae6e230c8","90","dias após a data da fatura","12","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_566_63ffae6e23108","120","dias após a data da fatura","13","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_567_63ffae6e2314a","150","dias após a data da fatura","14","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_568_63ffae6e23189","180","dias após a data da fatura","15","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_569_63ffae6e231c9","210","dias após a data da fatura","16","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_570_63ffae6e23208","240","dias após a data da fatura","17","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_571_63ffae6e23248","270","dias após a data da fatura","18","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_572_63ffae6e23288","300","dias após a data da fatura","19","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_573_63ffae6e232c7","330","dias após a data da fatura","20","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_574_63ffae6e23306","360","dias após a data da fatura","21","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_575_63ffae6e23346","390","dias após a data da fatura","22","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_576_63ffae6e23386","420","dias após a data da fatura","23","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_577_63ffae6e233c6","450","dias após a data da fatura","24","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_578_63ffae6e23405","480","dias após a data da fatura","25","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_579_63ffae6e23447","510","dias após a data da fatura","26","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_580_63ffae6e23487","540","dias após a data da fatura","27","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_581_63ffae6e234c6","570","dias após a data da fatura","28","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_582_63ffae6e23506","600","dias após a data da fatura","29","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_583_63ffae6e23545","630","dias após a data da fatura","30","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_584_63ffae6e23585","660","dias após a data da fatura","31","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_585_63ffae6e235c5","690","dias após a data da fatura","32","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_586_63ffae6e23604","720","dias após a data da fatura","33","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_587_63ffae6e23644","750","dias após a data da fatura","34","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_588_63ffae6e23683","780","dias após a data da fatura","35","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_589_63ffae6e236c3","810","dias após a data da fatura","36","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_590_63ffae6e23702","840","dias após a data da fatura","37","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_591_63ffae6e23742","870","dias após a data da fatura","38","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_592_63ffae6e23781","900","dias após a data da fatura","39","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_593_63ffae6e237c1","930","dias após a data da fatura","40","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_594_63ffae6e23800","960","dias após a data da fatura","41","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_595_63ffae6e23841","990","dias após a data da fatura","42","Saldo","0.0"
"__export__.account_payment_term_45_63ffae6e2387e","recorrencia_35x","Recorrência","35","Recorrência em 35 meses","0","__export__.account_payment_term_line_596_63ffae6e238b7","0","dias após a data da fatura","9","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_597_63ffae6e238f7","30","dias após a data da fatura","10","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_598_63ffae6e23936","60","dias após a data da fatura","11","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_599_63ffae6e23976","90","dias após a data da fatura","12","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_600_63ffae6e239b8","120","dias após a data da fatura","13","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_601_63ffae6e239f8","150","dias após a data da fatura","14","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_602_63ffae6e23a37","180","dias após a data da fatura","15","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_603_63ffae6e23a77","210","dias após a data da fatura","16","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_604_63ffae6e23ab7","240","dias após a data da fatura","17","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_605_63ffae6e23af6","270","dias após a data da fatura","18","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_606_63ffae6e23b36","300","dias após a data da fatura","19","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_607_63ffae6e23b75","330","dias após a data da fatura","20","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_608_63ffae6e23bb5","360","dias após a data da fatura","21","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_609_63ffae6e23bf5","390","dias após a data da fatura","22","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_610_63ffae6e23c36","420","dias após a data da fatura","23","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_611_63ffae6e23c76","450","dias após a data da fatura","24","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_612_63ffae6e23cb6","480","dias após a data da fatura","25","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_613_63ffae6e23cf5","510","dias após a data da fatura","26","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_614_63ffae6e23d35","540","dias após a data da fatura","27","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_615_63ffae6e23d75","570","dias após a data da fatura","28","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_616_63ffae6e23db4","600","dias após a data da fatura","29","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_617_63ffae6e23df4","630","dias após a data da fatura","30","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_618_63ffae6e23e33","660","dias após a data da fatura","31","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_619_63ffae6e23e73","690","dias após a data da fatura","32","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_620_63ffae6e23eb2","720","dias após a data da fatura","33","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_621_63ffae6e23ef2","750","dias após a data da fatura","34","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_622_63ffae6e23f31","780","dias após a data da fatura","35","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_623_63ffae6e23f71","810","dias após a data da fatura","36","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_624_63ffae6e23fb1","840","dias após a data da fatura","37","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_625_63ffae6e23ff0","870","dias após a data da fatura","38","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_626_63ffae6e24032","900","dias após a data da fatura","39","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_627_63ffae6e24072","930","dias após a data da fatura","40","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_628_63ffae6e240b1","960","dias após a data da fatura","41","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_629_63ffae6e240f1","990","dias após a data da fatura","42","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_630_63ffae6e24130","1020","dias após a data da fatura","43","Saldo","0.0"
"__export__.account_payment_term_46_63ffae6e2416d","recorrencia_36x","Recorrência","36","Recorrência em 36 meses","0","__export__.account_payment_term_line_631_63ffae6e241a6","0","dias após a data da fatura","9","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_632_63ffae6e241e6","30","dias após a data da fatura","10","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_633_63ffae6e24225","60","dias após a data da fatura","11","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_634_63ffae6e24267","90","dias após a data da fatura","12","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_635_63ffae6e242a6","120","dias após a data da fatura","13","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_636_63ffae6e242e7","150","dias após a data da fatura","14","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_637_63ffae6e24327","180","dias após a data da fatura","15","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_638_63ffae6e24366","210","dias após a data da fatura","16","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_639_63ffae6e243a6","240","dias após a data da fatura","17","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_640_63ffae6e243e5","270","dias após a data da fatura","18","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_641_63ffae6e24427","300","dias após a data da fatura","19","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_642_63ffae6e24467","330","dias após a data da fatura","20","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_643_63ffae6e244a7","360","dias após a data da fatura","21","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_644_63ffae6e244e6","390","dias após a data da fatura","22","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_645_63ffae6e24526","420","dias após a data da fatura","23","Percentual","2.7778"
